article_id,article_name,target_group,category,supplier_name,brand,original_price,actual_price,article_url,image_url
ON321U0GB-B11,ONLVALERIE  - Trenchcoat - ginger root,WOMEN,COAT,ONLVALERIE,ONLY,4999,3499,https://www.zalando.nl/only-trenchcoat-ginger-root-on321u0gb-b11.html,https://img01.ztat.net/article/spp-media-p1/1d5b0663352b393b9fed850b21fc7062/8e75ef602d8b44dca6f8d47d47e4a15b.jpg?imwidth=103&filter=packshot
N1241E18S-Q11,ONE 7/8  - Legging - black/white,WOMEN,TROUSER,ONE 7/8,Nike Performance,3995,3395,https://www.zalando.nl/nike-performance-one-78-legging-blackwhite-n1241e18s-q11.html,https://img01.ztat.net/article/spp-media-p1/75733dd1322c4f5fa7668d34c6dee607/b80921d1c60845b39edc67e769930ef0.jpg?imwidth=103&filter=packshot
NI122E05H-Q11,CLUB  - Trainingsbroek - black,MEN,TROUSER,CLUB,Nike Sportswear,4495,4495,https://www.zalando.nl/nike-sportswear-club-trainingsbroek-ni122e05h-q11.html,https://img01.ztat.net/article/spp-media-p1/cf973b979c793c99a3ac23ea78eab835/3fbd960788004668963151c0562d9171.jpg?imwidth=103&filter=packshot
ON321A15R-Q11,Broek - black,WOMEN,TROUSER,Broek,ONLY,2199,1879,https://www.zalando.nl/only-onlfever-stretch-flaired-pants-broek-black-on321a15r-q11.html,https://img01.ztat.net/article/spp-media-p1/9003d8c1bcd03e87b5bafe6a4b2a43d3/0aec860973d2482b86dcff99d6d702b0.jpg?imwidth=103&filter=packshot
BEJ21A0KN-M11,Broek - green,WOMEN,TROUSER,Broek,Bershka,2599,2599,https://www.zalando.nl/bershka-legging-green-bej21a0kn-m11.html,https://img01.ztat.net/article/spp-media-p1/a00c66c336884d1b8325c70a701d0309/e47d07d654ca4cd1a38f4773a1442c28.jpg?imwidth=103&filter=packshot
HU341E05Q-Q11,HMLTIF SEAMLESS HIGH WAIST  - Legging - black,WOMEN,TROUSER,HMLTIF SEAMLESS HIGH WAIST,Hummel,2495,1996,https://www.zalando.nl/hummel-seamless-high-waist-legging-black-hu341e05q-q11.html,https://img01.ztat.net/article/spp-media-p1/5ec9ac3ba4873149890bbdccd33a79a8/941f4d73b45a404abfc13ba69625b219.jpg?imwidth=103&filter=packshot
OS322E07U-K11,ONSLINUS CHECK PANT - Broek - dark navy,MEN,TROUSER,ONSLINUS CHECK PANT,Only & Sons,3999,3199,https://www.zalando.nl/only-and-sons-onslinus-check-pant-broek-dark-navy-os322e07u-k11.html,https://img01.ztat.net/article/spp-media-p1/d94dde60ead03da49daaa3be78ec641e/4ef0cde50383451aa4970748d7034d94.jpg?imwidth=103&filter=packshot
BEJ21G0AL-Q11,Imitatieleren jas - black,WOMEN,COAT,Blazer,Bershka,3599,3599,https://www.zalando.nl/bershka-blazer-black-bej21g0al-q11.html,https://img01.ztat.net/article/spp-media-p1/957f37ede38e4217829300a079ec69af/6447b23f859e4828aae7043c2b5cef4d.jpg?imwidth=103&filter=packshot
SE521D07G-Q11,PERFECT - T-shirt basic - black,WOMEN,T_SHIRT_TOP,PERFECT,Selected Femme,1999,1599,https://www.zalando.nl/selected-femme-sfmy-t-shirt-basic-se521d07g-q11.html,https://img01.ztat.net/article/spp-media-p1/65d3a9f0e4af35af9312d62d3a9eeae1/74ad6a06a4254e4c82c0903104b80376.jpg?imwidth=103&filter=packshot
OS322E08G-B13,ONSCAM STAGE CUFF - Cargobroek - chinchilla,MEN,TROUSER,ONSCAM STAGE CUFF,Only & Sons,3499,3499,https://www.zalando.nl/only-and-sons-onscam-stage-cuff-cargobroek-chinchilla-os322e08g-b13.html,https://img01.ztat.net/article/spp-media-p1/624b7aed3a133ecd985854d51cfdaa20/f4cc76a0afc943ffad87f512c06decd7.jpg?imwidth=103&filter=packshot
BRH22G02U-K11,MADISONCHARC - Jeans Tapered Fit - light blue,MEN,TROUSER,MADISONCHARC,Brave Soul,2995,2695,https://www.zalando.nl/brave-soul-madisoncharc-jeans-tapered-fit-light-blue-brh22g02u-k11.html,https://img01.ztat.net/article/spp-media-p1/9413a52403a333328b0e780a02293ba4/8ce22bce02404253a7d5fc1d2cba36b8.jpg?imwidth=103&filter=packshot
BEJ21N0CA-K11,STRAIGHT FRONT VENT - Straight leg jeans - blue denim,WOMEN,TROUSER,STRAIGHT FRONT VENT,Bershka,2999,2999,https://www.zalando.nl/bershka-slim-fit-jeans-blue-denim-bej21n0ca-k11.html,https://img01.ztat.net/article/spp-media-p1/642d954a186546bc95aca06ae82bc461/f1946a891aba4952acfd57d99c94d5d2.jpg?imwidth=103&filter=packshot
TH342D00T-Q11,SIMPLE DOME TEE - T-shirt print - black,MEN,T_SHIRT_TOP,SIMPLE DOME TEE,The North Face,2495,2495,https://www.zalando.nl/the-north-face-simple-dome-t-shirt-basic-th342d00t-q11.html,https://img01.ztat.net/article/spp-media-p1/5227a3fe0e883bb4a8fedcfb3bc21218/cc0a8ed44b4c4496975cf3e3c9cbb9d8.jpg?imwidth=103&filter=packshot
AD126D02U-Q11,CREW SET UNISEX - Trainingspak - black/white,KIDS,COMBINATION_CLOTHING,CREW SET UNISEX,adidas Originals,3795,2675,https://www.zalando.nl/adidas-originals-longsleeve-blackwhite-ad126d02u-q11.html,https://img01.ztat.net/article/spp-media-p1/83b5e28b1f32342a8414d0cc403fc660/0d7846cf23b74c2d8fa0e86b1f821e3f.jpg?imwidth=103&filter=packshot
PUC21A0LL-Q11,REGULAR FIT MIT ZIERNAHT VORNE - Broek - black,WOMEN,TROUSER,REGULAR FIT MIT ZIERNAHT VORNE,PULL&BEAR,2599,2599,https://www.zalando.nl/pullandbear-regular-fit-mit-ziernaht-vorne-broek-black-puc21a0ll-q11.html,https://img01.ztat.net/article/spp-media-p1/743cbfb66d894d2bb7a62d2687ddbf52/e83c27c1edb54c218ce9896fa698a491.jpg?imwidth=103&filter=packshot
BEJ21A0JY-Q11,LOOP - Broek - black,WOMEN,TROUSER,LOOP,Bershka,2599,2599,https://www.zalando.nl/bershka-with-belt-loops-broek-black-bej21a0jy-q11.html,https://img01.ztat.net/article/spp-media-p1/dbe4b61d682647ada50a0fe883c6cb1c/3831fb0408644e4f8b5f64c124511af1.jpg?imwidth=103&filter=packshot
BEJ21N087-Q11,SUPER HIGH WAIST - Slim fit jeans - black,WOMEN,TROUSER,SUPER HIGH WAIST,Bershka,1599,1599,https://www.zalando.nl/bershka-super-high-waist-slim-fit-jeans-black-bej21n087-q11.html,https://img01.ztat.net/article/spp-media-p1/0cf723f574ec4c1d9f8303fb7e1bfed9/1699b9e4fd6e402e9b0c97614bf9df94.jpg?imwidth=103&filter=packshot
N1241E15M-Q13,NIKE PRO TIGHTS - Legging - black,WOMEN,TROUSER,NIKE PRO TIGHTS,Nike Performance,4495,3385,https://www.zalando.nl/nike-performance-legging-black-n1241e15m-q13.html,https://img01.ztat.net/article/spp-media-p1/0fcd00e8617236ffb11f7149eb2da2ff/7c117f15ba6041d59110685019d47b53.jpg?imwidth=103&filter=packshot
M9121E41U-A11,SOFIA - Overhemdblouse - off white,WOMEN,SHIRT,SOFIA,Mango,2599,999,https://www.zalando.nl/mango-overhemdblouse-off-white-m9121e41u-a11.html,https://img01.ztat.net/article/spp-media-p1/74f540dfc6794d53bd7a2ee313e0fe93/89a9c57509424b79b9cd1d9a207f7584.jpg?imwidth=103&filter=packshot
PUC21N0EY-K11,Super high waist stretchy skinny jeans - Jeans Skinny Fit - light blue,WOMEN,TROUSER,Super high waist stretchy skinny jeans,PULL&BEAR,1999,1999,https://www.zalando.nl/pullandbear-jeans-skinny-fit-light-blue-puc21n0ey-k11.html,https://img01.ztat.net/article/spp-media-p1/3f2fa11cb692441abbedecced8d8be6e/1c189c9f0830416f97a9878127e1198c.jpg?imwidth=103&filter=packshot
N1241E15O-Q13,SHORTS - Legging - black,WOMEN,TROUSER,SHORTS,Nike Performance,2995,2555,https://www.zalando.nl/nike-performance-short-legging-black-n1241e15o-q13.html,https://img01.ztat.net/article/spp-media-p1/2e44b2296081392f9e1713ee73cb7831/0676e43528ff4ad29f9440a31af339ae.jpg?imwidth=103&filter=packshot
LE222O039-Q11,501 ORIGINAL TEE - T-shirt print - patch black,MEN,T_SHIRT_TOP,501 ORIGINAL TEE,Levi's®,2495,1995,https://www.zalando.nl/levisr-original-tee-t-shirt-print-patch-black-le222o039-q11.html,https://img01.ztat.net/article/spp-media-p1/25dbf08cd23c3fabaf7f48f8c11b9af4/d634004e52164408b9512bc6a55cbc1d.jpg?imwidth=103&filter=packshot
OS322G0DJ-K11,ONSLOOM - Jeans Tapered Fit - blue denim,MEN,TROUSER,ONSLOOM,Only & Sons,2999,2999,https://www.zalando.nl/only-and-sons-onsloom-jeans-tapered-fit-blue-denim-os322g0dj-k11.html,https://img01.ztat.net/article/spp-media-p1/d7343cc866913444ac2ed9db02cf6d8f/f27425a674bb44e3961414da26e86fcf.jpg?imwidth=103&filter=packshot
N1241E18R-Q11,NIKE ONE TIGHT - Legging - black,WOMEN,TROUSER,NIKE ONE TIGHT,Nike Performance,3995,3995,https://www.zalando.nl/nike-performance-legging-black-n1241e18r-q11.html,https://img01.ztat.net/article/spp-media-p1/20646ca723c73a7fbc2bad940c95aaac/482c1583b517488db2b2b0c6d1022958.jpg?imwidth=103&filter=packshot
PUC21N0EY-Q11,Super high waist stretchy skinny jeans - Jeans Skinny Fit - mottled black,WOMEN,TROUSER,Super high waist stretchy skinny jeans,PULL&BEAR,1999,1999,https://www.zalando.nl/pullandbear-jeans-skinny-fit-mottled-black-puc21n0ey-q11.html,https://img01.ztat.net/article/spp-media-p1/8ad666bd60d94c66829a22e062e378cc/21613ad2269f4882af90532a0f9cdcdb.jpg?imwidth=103&filter=packshot
LY222H00F-K12,ZIP THROUGH HOODED JACKET - Korte jassen - dark blue,MEN,COAT,ZIP THROUGH HOODED JACKET,Lyle & Scott,9995,7995,https://www.zalando.nl/lyle-and-scott-zip-through-hooded-korte-jassen-ly222h00f-k12.html,https://img01.ztat.net/article/spp-media-p1/126457279e43365cb3489f1e2487cf68/1cfe2c3f1be8443586bc4ee1c4bbdc3e.jpg?imwidth=103&filter=packshot
PUC21N0GV-K11,Straight leg jeans - royal blue,WOMEN,TROUSER,Straight leg jeans,PULL&BEAR,3599,3599,https://www.zalando.nl/pullandbear-straight-leg-jeans-royal-blue-puc21n0gv-k11.html,https://img01.ztat.net/article/spp-media-p1/0fcfabc2a28d4466a2835ec7b0e04d0f/d979a9b833c54871949a33c60b8d74aa.jpg?imwidth=103&filter=packshot
PE321N0A3-K11,PCKESIA MOM DESTROY - Relaxed fit jeans - medium blue denim,WOMEN,TROUSER,PCKESIA MOM DESTROY,Pieces,3999,3199,https://www.zalando.nl/pieces-pckesia-mom-destroy-relaxed-fit-jeans-medium-blue-denim-pe321n0a3-k11.html,https://img01.ztat.net/article/spp-media-p1/dfa058ba819c3ae2b269f5703d2f798a/d11b0076f55d45b7b170439e73fc7d68.jpg?imwidth=103&filter=packshot
N1241D1I9-Q11,CREW - T-shirt basic - black,WOMEN,T_SHIRT_TOP,CREW,Nike Performance,1995,1995,https://www.zalando.nl/nike-performance-leg-tee-crew-sportshirt-black-n1241d1i9-q11.html,https://img01.ztat.net/article/spp-media-p1/d889590c68694273bbd01ddfdd3a02e4/b9576e4d81cf4e40a0b8e23048c38a24.jpg?imwidth=103&filter=packshot
BEJ21A0JY-B11,LOOP - Broek - sand,WOMEN,TROUSER,LOOP,Bershka,2599,2599,https://www.zalando.nl/bershka-with-belt-loops-broek-sand-bej21a0jy-b11.html,https://img01.ztat.net/article/spp-media-p1/22f426fe0019451486355a7c458b1ae2/c7e0646135b649ecb73f0e02a2601306.jpg?imwidth=103&filter=packshot
ON321U00A-O11,ONLSEDONA OTW NOOS - Mantel - mocha mousse melange,WOMEN,COAT,ONLSEDONA OTW NOOS,ONLY,4999,3499,https://www.zalando.nl/only-onlsedona-halflange-jas-on321u00a-o11.html,https://img01.ztat.net/article/spp-media-p1/12e5355326773926921e73dba10a7cb6/965784310beb40cda0f644deb9523c05.jpg?imwidth=103&filter=packshot
GS121N09K-K11,ARC 3D - Jeans Skinny Fit - blue denim,WOMEN,TROUSER,ARC 3D,G-Star,9995,6995,https://www.zalando.nl/g-star-jeans-skinny-fit-blue-denim-gs121n09k-k11.html,https://img01.ztat.net/article/spp-media-p1/96f839b5908a34a4a1013bd43fe5ec18/9d38f3a46d564f739019ceab7af62b79.jpg?imwidth=103
BEJ21N0CH-K12,SKINNY HIGH WAIST - Slim fit jeans - dark blue,WOMEN,TROUSER,SKINNY HIGH WAIST,Bershka,2599,2599,https://www.zalando.nl/bershka-skinny-high-waist-slim-fit-jeans-dark-blue-bej21n0ch-k12.html,https://img01.ztat.net/article/spp-media-p1/6967da90113a4e31b83d8e39dcc76d96/d728a8ddaf0a4f19b13bebe166bc9ae0.jpg?imwidth=103&filter=packshot
JY121G019-Q11,NEW BRIGHTON OTW NOOS - Halflange jas - black,WOMEN,COAT,NEW BRIGHTON OTW NOOS,JDY,3999,3199,https://www.zalando.nl/jdy-jdynew-brighton-spring-coat-mantel-black-jy121g019-q11.html,https://img01.ztat.net/article/spp-media-p1/0b11a41623d431bfacc96023367f4022/7b21900ef0d14017ac3291764b4f73e1.jpg?imwidth=103&filter=packshot
GS122G0ND-K11,D-STAQ 5-PKT SLIM - Slim fit jeans - blue,MEN,TROUSER,D-STAQ 5-PKT SLIM,G-Star,11995,8395,https://www.zalando.nl/g-star-slim-fit-jeans-blue-gs122g0nd-k11.html,https://img01.ztat.net/article/spp-media-p1/9a3b26a64928349ea02d480e28541866/90e8d696028c40419573212c8057bff9.jpg?imwidth=103&filter=packshot
JA222G0VD-Q11,JJIGLENN JJORIGINAL - Slim fit jeans - black denim,MEN,TROUSER,JJIGLENN JJORIGINAL,Jack & Jones,3999,2799,https://www.zalando.nl/jack-and-jones-jjiglenn-jjoriginal-slim-fit-jeans-black-denim-ja222g0vd-q11.html,https://img01.ztat.net/article/spp-media-p1/357ddc5faff43fabad30432c2bf35f79/2ed61e21dadc423e9af98df67a977be5.jpg?imwidth=103&filter=packshot
JA222G0W2-K11,JJIGLENN JJORIGINAL - Slim fit jeans - blue denim,MEN,TROUSER,JJIGLENN JJORIGINAL,Jack & Jones,3999,3199,https://www.zalando.nl/jack-and-jones-jjiglenn-jjoriginal-slim-fit-jeans-blue-denim-ja222g0w2-k11.html,https://img01.ztat.net/article/spp-media-p1/a99c461c341c3fc8b033961a0361f9de/2cec19e977f54dfe82da36df33b5d1fd.jpg?imwidth=103&filter=packshot
AD541E1HZ-Q11,Legging - black/white,WOMEN,TROUSER,Legging,adidas Performance,3295,2305,https://www.zalando.nl/adidas-performance-legging-blackwhite-ad541e1hz-q11.html,https://img01.ztat.net/article/spp-media-p1/2809f5a94be54dadacd1cbd8ae2128fd/43945289cc284d4198b86a962986605f.jpg?imwidth=103&filter=packshot
OS322G0BL-K11,ONSLOOM DARK - Slim fit jeans - blue denim,MEN,TROUSER,ONSLOOM DARK,Only & Sons,3999,2799,https://www.zalando.nl/only-and-sons-onsloom-dark-slim-fit-jeans-blue-denim-os322g0bl-k11.html,https://img01.ztat.net/article/spp-media-p1/e6a86065feca4a47b084e85b78dd044b/cff9bd5c3fc64482b78bd61caa8cec8f.jpg?imwidth=103&filter=packshot
ON321N0UT-Q11,ANNE - Broek - black,WOMEN,TROUSER,ANNE,ONLY,3999,2799,https://www.zalando.nl/only-anne-broek-black-on321n0ut-q11.html,https://img01.ztat.net/article/spp-media-p1/edbe731bb1f232138d4554620270c0f4/b88a0b16f0844c0f91ee2fee11220b91.jpg?imwidth=103&filter=packshot
JA222G0VC-K11,JJIGLENN JJORIGINAL - Slim fit jeans - blue denim,MEN,TROUSER,JJIGLENN JJORIGINAL,Jack & Jones,3899,3119,https://www.zalando.nl/jack-and-jones-jjiglenn-jjoriginal-slim-fit-jeans-blue-denim-ja222g0vc-k11.html,https://img01.ztat.net/article/spp-media-p1/1278064345fc49d59f6e15a223341c4c/eb4af16bdb3c4f21ae2ca1d8af662e28.jpg?imwidth=103&filter=packshot
BEJ21N0CO-K13,SUPER HIGH WAIST - Jeans Skinny Fit - light blue denim,WOMEN,TROUSER,SUPER HIGH WAIST,Bershka,1999,1999,https://www.zalando.nl/bershka-super-high-waist-jeans-skinny-fit-light-blue-denim-bej21n0co-k13.html,https://img01.ztat.net/article/spp-media-p1/d7d8770693254a258736e49f6ec3d025/6aa6073a27324a9da2c5070740007711.jpg?imwidth=103&filter=packshot
BEJ21N0CX-B11,Jeans Skinny Fit - camel,WOMEN,TROUSER,Jeans Skinny Fit,Bershka,1999,1399,https://www.zalando.nl/bershka-jeans-skinny-fit-camel-bej21n0cx-b11.html,https://img01.ztat.net/article/spp-media-p1/0c3a4393212744e19f1433fcd6274456/ce07e64116bb47a185c8a3e6f682212a.jpg?imwidth=103&filter=packshot
JA222E0V1-Q11,JJIMARCO JJDAVE - Broek - black,MEN,TROUSER,JJIMARCO JJDAVE,Jack & Jones,2999,2259,https://www.zalando.nl/jack-and-jones-jjimarco-jjdave-broek-black-ja222e0v1-q11.html,https://img01.ztat.net/article/spp-media-p1/28bc8cba6b3849b9a7913cd6c1d73bfc/49fb10508369411680cfc1f691cdc6cd.jpg?imwidth=103&filter=packshot
LE221N081-K14,501 CROP - Jeans Tapered Fit - light blue denim,WOMEN,TROUSER,501 CROP,Levi's®,10995,10995,https://www.zalando.nl/levis-501-crop-slim-fit-jeans-light-blue-denim-le221n081-k14.html,https://img01.ztat.net/article/spp-media-p1/8cfcb94d911e3a2aa5b7be242b861d46/57fdefff26a64682b76e933a0257df11.jpg?imwidth=103&filter=packshot
ON321N0P6-Q11,ONLBLUSH RAW - Jeans Skinny Fit - black denim,WOMEN,TROUSER,ONLBLUSH RAW,ONLY,3999,3999,https://www.zalando.nl/only-onlblush-raw-jeans-skinny-fit-black-denim-on321n0p6-q11.html,https://img01.ztat.net/article/spp-media-p1/8ce8510a2d9248ca8919802c1775f994/9f459de4c91d47eebc76029a9497c108.jpg?imwidth=103&filter=packshot
LE221N081-K17,501 CROP - Jeans Tapered Fit - tango surge,WOMEN,TROUSER,501 CROP,Levi's®,10990,8792,https://www.zalando.nl/levis-501-crop-straight-leg-jeans-tango-surge-le221n081-k17.html,https://img01.ztat.net/article/spp-media-p1/9be7b0954b3d4bc382f267f5b22c330a/dfdecdeb4ff642cfbf95fae3ec26ecbe.jpg?imwidth=103&filter=packshot
AD542K065-M11,Trainingspak - turquoise,MEN,COMBINATION_CLOTHING,Trainingspak,adidas Performance,7995,5595,https://www.zalando.nl/adidas-performance-trainingspak-turquoise-ad542k065-m11.html,https://img01.ztat.net/article/spp-media-p1/a6fb433cd10a4943883830fcd5dc6e96/5996c0e17d0f4c5d9242abc1b75a985e.jpg?imwidth=103&filter=packshot
JA222E0FH-B11,Chino - beige,MEN,TROUSER,Chino,Jack & Jones,3999,2799,https://www.zalando.nl/jack-and-jones-chino-beige-ja222e0fh-b11.html,https://img01.ztat.net/article/spp-media-p1/b462b436a1433a3bb30361b1a0789a74/50ce0fe3290545ab824b352416a2962f.jpg?imwidth=103&filter=packshot
N1423B0CU-E11,GUARULHOS - Broek - amber gold,KIDS,TROUSER,GUARULHOS,Noppies,1999,1999,https://www.zalando.nl/noppies-sokken-amber-gold-n1423b0cu-e11.html,https://img01.ztat.net/article/spp-media-p1/cb00edad0e294d6189a9fef5de12e4bf/84067bd365c74982abba01bb8398667e.jpg?imwidth=103&filter=packshot
ON321N1DK-K11,ONLWAUW LIFE MID - Jeans Skinny Fit - medium blue denim,WOMEN,TROUSER,ONLWAUW LIFE MID,ONLY,2999,2399,https://www.zalando.nl/only-onlwauw-life-mid-jeans-skinny-fit-medium-blue-denim-on321n1dk-k11.html,https://img01.ztat.net/article/spp-media-p1/8a9fd96052273174b4e1b899e233c668/220f8b7e66d84f10ab5f3935a19db33e.jpg?imwidth=103&filter=packshot
LY222O041-K12,PLAIN - T-shirt basic - light blue,MEN,T_SHIRT_TOP,PLAIN,Lyle & Scott,2995,2995,https://www.zalando.nl/lyle-and-scott-plain-t-shirt-basic-light-blue-ly222o041-k12.html,https://img01.ztat.net/article/spp-media-p1/3147e1df8e6943d69fa2fb322b10f33f/bf58635691b44c02839a930fd1e73b79.jpg?imwidth=103&filter=packshot
PUC22E0B8-B11,PACK - Shorts - beige,MEN,TROUSER,PACK,PULL&BEAR,1599,1599,https://www.zalando.nl/pullandbear-pack-shorts-beige-puc22e0b8-b11.html,https://img01.ztat.net/article/spp-media-p1/6485ad0b53934f8cbcd46e693c2885db/f31297e8d4d3488fb8dddd4f17a7a6d5.jpg?imwidth=103&filter=packshot
BEJ21A0HD-Q11,STRAIGHT-FAUX LEATHER - Broek - black,WOMEN,TROUSER,STRAIGHT-FAUX LEATHER,Bershka,2599,2599,https://www.zalando.nl/bershka-broek-black-bej21a0hd-q11.html,https://img01.ztat.net/article/spp-media-p1/85a1044972a04d4b80d4478ac271bdbd/939ba085484b4989a4e7c61f5bac630d.jpg?imwidth=103&filter=packshot
THC22Q00B-K11,Trui - blau,MEN,PULLOVER,Trui,Threadbare,3999,1499,https://www.zalando.nl/threadbare-maned-trui-blau-thc22q00b-k11.html,https://img01.ztat.net/article/spp-media-p1/2e220f3ca97b3b5289dd82e8b0eff891/b7bb62780be3462d9d03389b55651198.jpg?imwidth=103&filter=packshot
LE221N05T-Q11,720 HIRISE SUPER SKINNY - Jeans Skinny Fit - black galaxy,WOMEN,TROUSER,720 HIRISE SUPER SKINNY,Levi's®,9995,6995,https://www.zalando.nl/levisr-jeans-skinny-fit-black-galaxy-le221n05t-q11.html,https://img01.ztat.net/article/spp-media-p1/300e99f4f9f53b9e99ce20043f4d19fd/dca084a5e07549969ccb08650ea6947c.jpg?imwidth=103&filter=packshot
ON321E2MN-P11,Blouse - north atlantic,WOMEN,SHIRT,Blouse,ONLY,2699,2159,https://www.zalando.nl/only-blouse-north-atlantic-on321e2mn-p11.html,https://img01.ztat.net/article/spp-media-p1/c756a1c31dec41c084cbe46c22d44333/9b799b856e2f47159c588670e85f8ba5.jpg?imwidth=103&filter=packshot
LE221N07V-K18,HIGH WAISTED MOM - Relaxed fit jeans - light-blue denim,WOMEN,TROUSER,HIGH WAISTED MOM,Levi's®,6995,6995,https://www.zalando.nl/levis-high-waisted-taper-relaxed-fit-jeans-light-blue-denim-le221n07v-k18.html,https://img01.ztat.net/article/spp-media-p1/385b0156f0774d379223671956c1ecb5/3d073e573b1f4603931255ba53c375d1.jpg?imwidth=103&filter=packshot
THC22E006-Q11,SCOUT - Trainingsbroek - schwarz,MEN,TROUSER,SCOUT,Threadbare,3999,1499,https://www.zalando.nl/threadbare-trainingsbroek-schwarz-thc22e006-q11.html,https://img01.ztat.net/article/spp-media-p1/b1902716a92a373e9057638a412d59d4/2de29b9293bd4f9ca2b3f8f0ff7763b7.jpg?imwidth=103&filter=packshot
TRU22D00O-B11,Overhemd - beige,MEN,SHIRT,Overhemd,Trendyol,3999,3999,https://www.zalando.nl/trendyol-overhemd-beige-tru22d00o-b11.html,https://img01.ztat.net/article/spp-media-p1/767887f29c8e4b09b8da54137be1a1b4/8de8ebafad3847e1b4469ad7975bb547.jpg?imwidth=103
NI122E07U-C11,Trainingsbroek - grey heather/black,MEN,TROUSER,Trainingsbroek,Nike Sportswear,9495,9495,https://www.zalando.nl/nike-sportswear-trainingsbroek-grey-heatherblack-ni122e07u-c11.html,https://img01.ztat.net/article/spp-media-p1/9961873e4c853f33b89f531b45f90615/9844df7d65cf4e6cbeae8fa30f59f713.jpg?imwidth=103&filter=packshot
JA222G13G-K11,JJILIAM JJORIGINAL  - Jeans Skinny Fit - blue denim,MEN,TROUSER,JJILIAM JJORIGINAL,Jack & Jones,3999,3199,https://www.zalando.nl/jack-and-jones-jjiliam-jjoriginal-slim-fit-jeans-blue-denim-ja222g13g-k11.html,https://img01.ztat.net/article/spp-media-p1/8b2dfe62e175314c8a857971604f40ab/f42ee6a11a644f57be2777868a7da378.jpg?imwidth=103&filter=packshot
ON321A0GX-Q11,ONLPOPTRASH LIFE EASY PANT - Trainingsbroek - black,WOMEN,TROUSER,ONLPOPTRASH LIFE EASY PANT,ONLY,3999,2999,https://www.zalando.nl/only-onlpoptrash-trainingsbroek-on321a0gx-q11.html,https://img01.ztat.net/article/spp-media-p1/35ba4de1655845e4b790f4cd0c5cab97/36c795c0fbb3412faffeb266096c7144.jpg?imwidth=103&filter=packshot
TOB22P00B-A11,ORIGINAL FINE SLIM FIT - Poloshirt - classic white,MEN,T_SHIRT_TOP,ORIGINAL FINE SLIM FIT,Tommy Jeans,5995,4495,https://www.zalando.nl/tommy-jeans-original-fine-slim-fit-poloshirt-tob22p00b-a11.html,https://img01.ztat.net/article/spp-media-p1/846a995ff8b837bebef0414967adce17/894b688f882b4c6aa6aa7a999196490c.jpg?imwidth=103&filter=packshot
PUC21G0A9-Q11,Belted faux leather biker jacket - Imitatieleren jas - black,WOMEN,COAT,Belted faux leather biker jacket,PULL&BEAR,2999,2999,https://www.zalando.nl/pullandbear-imitatieleren-jas-black-puc21g0a9-q11.html,https://img01.ztat.net/article/spp-media-p1/6f44d02b6d9a406d8af10af4a86c6aff/c6b4cc95277a4d0781c1f7ffae612c29.jpg?imwidth=103&filter=packshot
OS322O0KW-K11,ONSBAILEY  - T-shirt print - dark navy/racing red,MEN,T_SHIRT_TOP,ONSBAILEY,Only & Sons,1499,1204,https://www.zalando.nl/only-and-sons-onsbailey-colourblock-tee-t-shirt-print-dark-navyracing-red-os322o0kw-k11.html,https://img01.ztat.net/article/spp-media-p1/96e80792af863aa5aa9f18df48974ae2/ae7f5e31715d4832b0da50891696d50c.jpg?imwidth=103&filter=packshot
ON321U00A-Q11,ONLSEDONA OTW NOOS - Mantel - black,WOMEN,COAT,ONLSEDONA OTW NOOS,ONLY,4999,3499,https://www.zalando.nl/only-onlsedona-halflange-jas-on321u00a-q11.html,https://img01.ztat.net/article/spp-media-p1/8ec6fe7fdb133fe8a744321426b8a1d4/a830ae34f23740fb9137a64cbf48c5ef.jpg?imwidth=103&filter=packshot
VE121A0TL-Q11,VMMAYA SOLID PANT - Broek - black,WOMEN,TROUSER,VMMAYA SOLID PANT,Vero Moda,3499,2459,https://www.zalando.nl/vero-moda-broek-black-ve121a0tl-q11.html,https://img01.ztat.net/article/spp-media-p1/b90f1ab9f0243fbba1dc8b0018871ada/4a643944de81428eb065c17744503f72.jpg?imwidth=103&filter=packshot
